timestamp,location,weather_condition,voltage_phase_a,voltage_phase_b,voltage_phase_c,current_phase_a,current_phase_b,current_phase_c,frequency_hz,power_factor,temperature_celsius,humidity_percent,wind_speed_kmh,ground_resistance_ohm,line_impedance_ohm,harmonic_distortion_percent,load_percentage,fault_type,fault_severity,maintenance_required
2022-04-21 09:28:00,Section_3,Fog,604.17,515.85,595.99,956.254,858.407,1038.268,49.113,0.115,7.4,26.7,17.0,0.73,4.743,26.47,104.9,Three Phase Fault (LLL),Critical,1
2022-04-21 09:31:00,Section_17,Rain,11046.69,11398.67,11294.75,100.395,105.846,92.445,49.919,0.899,12.8,36.2,68.2,137.94,3.295,2.67,26.1,No Fault,None,0
2022-04-21 09:35:00,Section_4,Clear,11180.43,4540.6,3993.18,109.519,626.796,603.927,49.736,0.579,40.6,41.5,70.3,188.57,0.627,6.4,20.2,Line to Line (LL),Medium,1
2022-04-21 09:35:00,Section_16,Rain,10957.07,11213.61,10787.46,102.724,92.478,110.711,50.187,0.863,18.8,25.7,14.9,369.85,4.32,2.81,73.6,No Fault,None,0
2022-04-21 09:50:00,Section_2,Storm,11000.78,10792.36,11235.24,98.842,98.756,102.539,50.085,0.965,28.8,33.9,57.9,454.36,2.367,2.31,42.0,No Fault,None,0
2022-04-21 10:00:00,Section_5,Clear,10984.92,11287.92,11239.33,100.028,99.871,99.497,50.01,0.899,34.6,68.9,55.0,322.56,0.212,1.87,93.1,No Fault,None,0
2022-04-21 10:00:00,Section_10,Rain,10984.82,11072.1,10589.93,112.803,96.926,91.428,49.867,0.912,10.7,30.3,58.0,439.96,3.925,1.63,59.1,No Fault,None,0
2022-04-21 10:12:00,Section_16,Wind,10926.31,4454.73,4427.31,97.493,611.06,583.816,49.663,0.639,1.9,28.8,39.3,71.17,1.598,8.9,87.7,Line to Line (LL),Medium,1
2022-04-21 10:15:00,Section_11,Rain,1153.44,12819.76,12203.1,719.512,85.967,110.385,50.136,0.311,18.7,53.0,18.7,0.31,2.635,12.2,80.0,Single Line to Ground (LG),Low,1
2022-04-21 10:33:00,Section_3,Clear,14459.65,13114.9,14561.6,0.925,0.647,0.751,50.188,0.143,42.1,80.7,44.6,1807.86,4.87,18.92,94.8,Open Circuit,Low,1
2022-04-21 10:38:00,Section_19,Clear,1245.56,12445.85,13543.62,872.249,103.478,92.345,50.699,0.307,0.4,21.8,77.7,3.19,3.862,9.76,101.8,Single Line to Ground (LG),Low,1
2022-04-21 10:41:00,Section_11,Rain,10632.36,10660.41,11040.96,98.144,98.332,99.208,49.821,0.937,39.7,48.0,63.2,250.99,4.428,0.81,39.1,No Fault,None,0
2022-04-21 10:57:00,Section_4,Clear,1367.0,12532.59,12538.05,788.462,112.625,100.035,49.629,0.403,10.6,64.6,75.7,9.36,1.304,14.83,31.0,Single Line to Ground (LG),Low,1
2022-04-21 11:09:00,Section_14,Clear,14126.91,14203.38,14877.55,1.531,3.56,0.163,50.31,0.092,31.5,51.2,17.9,9136.35,3.325,25.93,50.8,Open Circuit,Low,1
2022-04-21 11:12:00,Section_5,Clear,1018.35,12346.48,12117.34,821.9,98.52,105.701,49.226,0.437,20.4,24.1,72.7,7.23,4.343,15.18,46.3,Single Line to Ground (LG),Low,1
2022-04-21 11:13:00,Section_4,Storm,10998.02,4440.16,4647.01,90.865,583.579,665.317,49.898,0.452,1.0,72.1,35.3,72.5,2.439,13.24,105.7,Line to Line (LL),Medium,1
2022-04-21 11:17:00,Section_14,Fog,530.59,590.58,611.24,1030.165,1062.353,940.505,47.643,0.314,24.8,79.1,41.3,1.6,3.072,24.46,105.7,Three Phase Fault (LLL),Critical,1
2022-04-21 11:37:00,Section_3,Rain,11074.15,11273.3,10934.58,97.742,96.579,102.008,50.056,0.851,32.4,92.0,32.2,136.09,3.328,2.39,26.8,No Fault,None,0
2022-04-21 12:03:00,Section_9,Clear,1102.34,12388.87,12606.5,753.949,84.037,97.884,49.464,0.57,30.4,93.8,28.2,0.73,2.693,8.75,101.3,Single Line to Ground (LG),Low,1
2022-04-21 12:11:00,Section_13,Wind,13245.32,945.24,990.1,99.921,695.301,711.606,48.916,0.256,-2.8,55.3,48.9,0.58,2.66,24.41,86.3,Double Line to Ground (LLG),High,1
2022-04-21 12:14:00,Section_20,Wind,590.35,576.86,553.53,976.322,979.758,984.81,49.764,0.318,39.9,21.5,79.7,0.88,0.943,33.42,20.0,Three Phase Fault (LLL),Critical,1
2022-04-21 12:23:00,Section_4,Clear,10791.36,10852.16,10874.31,101.933,99.842,95.315,49.852,0.854,24.2,94.4,69.8,366.48,0.546,2.97,78.9,No Fault,None,0
2022-04-21 12:25:00,Section_5,Rain,11008.08,11315.98,10915.61,101.764,102.126,99.879,50.229,0.883,5.6,69.5,19.8,433.31,3.337,2.55,82.2,No Fault,None,0
2022-04-21 12:31:00,Section_17,Storm,1084.8,12625.82,12728.62,767.316,118.277,113.157,49.348,0.468,0.8,89.0,70.9,5.8,3.527,18.82,46.8,Single Line to Ground (LG),Low,1
2022-04-21 12:40:00,Section_12,Rain,11006.55,11077.14,11107.5,103.523,98.524,90.021,50.127,0.934,38.9,26.3,72.9,490.51,1.268,1.21,41.5,No Fault,None,0
2022-04-21 13:03:00,Section_17,Storm,1047.67,12439.71,12283.98,809.694,79.483,77.163,49.803,0.514,35.3,49.1,47.6,2.48,3.631,19.24,93.6,Single Line to Ground (LG),Low,1
2022-04-21 13:35:00,Section_6,Clear,11104.64,10933.75,11003.93,101.148,99.107,100.511,49.908,0.972,11.2,66.3,70.7,239.9,1.81,0.91,58.3,No Fault,None,0
2022-04-21 13:42:00,Section_11,Fog,11233.76,10970.03,10738.77,101.329,97.629,100.704,49.761,0.96,9.8,33.1,17.6,110.61,1.822,0.93,25.0,No Fault,None,0
2022-04-21 13:43:00,Section_9,Clear,11008.5,11011.07,10899.18,101.596,109.173,88.941,49.962,0.919,-1.7,94.9,39.0,163.33,4.247,2.39,99.2,No Fault,None,0
2022-04-21 13:56:00,Section_5,Rain,11022.95,10884.42,10994.82,104.408,97.958,104.358,49.954,0.859,-0.2,93.5,45.9,195.03,1.167,1.13,106.4,No Fault,None,0
2022-04-21 14:23:00,Section_16,Fog,11016.93,10988.78,10961.4,96.834,97.388,98.068,49.784,0.866,12.4,65.6,2.6,358.55,2.331,2.59,39.8,No Fault,None,0
2022-04-21 14:25:00,Section_6,Snow,10927.94,10700.7,11127.97,105.33,99.698,96.017,50.064,0.977,4.2,49.9,29.3,400.66,0.927,1.51,95.4,No Fault,None,0
2022-04-21 14:29:00,Section_17,Rain,11110.75,11229.15,11067.94,90.45,108.058,99.217,49.97,0.902,24.5,80.7,61.2,300.97,1.818,2.24,21.6,No Fault,None,0
2022-04-21 14:41:00,Section_18,Fog,10918.76,10976.32,11145.17,97.313,99.669,103.376,50.086,0.883,21.2,71.0,75.5,166.71,0.353,1.45,40.2,No Fault,None,0
2022-04-21 15:24:00,Section_17,Rain,10962.22,11281.55,10824.78,106.391,90.515,94.193,50.176,0.976,3.3,86.6,6.5,136.96,4.324,2.6,29.0,No Fault,None,0
2022-04-21 15:25:00,Section_6,Rain,10875.1,10895.73,10894.93,99.419,97.006,93.365,50.111,0.855,38.0,50.3,41.2,211.41,4.483,2.37,109.5,No Fault,None,0
2022-04-21 15:38:00,Section_10,Wind,1069.05,12153.39,12216.56,878.428,100.461,102.636,49.602,0.308,15.5,58.5,36.8,1.1,2.517,12.11,40.6,Single Line to Ground (LG),Low,1
2022-04-21 15:41:00,Section_3,Clear,10994.97,4477.98,4327.7,99.404,651.833,605.682,50.002,0.592,19.9,29.5,32.2,53.55,1.151,10.94,78.2,Line to Line (LL),Medium,1
2022-04-21 15:44:00,Section_15,Storm,11163.33,10948.6,10995.66,103.225,110.058,103.774,50.052,0.878,24.5,33.7,29.4,310.5,2.65,0.99,53.2,No Fault,None,0
2022-04-21 15:46:00,Section_14,Rain,11072.0,11325.87,11160.76,95.959,102.434,97.005,49.939,0.965,37.5,91.2,4.5,301.0,1.602,2.4,52.3,No Fault,None,0
2022-04-21 16:05:00,Section_12,Rain,10848.97,4063.52,4155.09,103.588,667.499,605.368,49.737,0.484,13.3,84.6,42.0,124.69,3.721,14.39,87.0,Line to Line (LL),Medium,1
2022-04-21 16:41:00,Section_20,Clear,11226.22,10784.82,10855.94,100.036,93.007,108.118,50.09,0.892,1.8,74.1,33.5,233.72,4.894,1.01,65.7,No Fault,None,0
2022-04-21 16:48:00,Section_10,Clear,532.4,628.53,522.76,933.03,938.918,974.241,48.481,0.288,33.6,61.5,47.7,0.57,0.122,35.99,47.6,Three Phase Fault (LLL),Critical,1
2022-04-21 17:17:00,Section_4,Rain,1092.3,12453.66,12852.84,841.073,105.877,100.278,50.044,0.359,30.3,46.7,9.8,9.55,4.683,13.96,46.1,Single Line to Ground (LG),Low,1
2022-04-21 18:13:00,Section_19,Clear,11088.11,11225.53,11169.57,100.642,91.637,93.117,49.849,0.921,24.8,27.5,41.9,176.0,2.458,0.56,28.1,No Fault,None,0
2022-04-21 18:21:00,Section_6,Storm,11203.7,10697.07,10890.4,101.819,102.735,99.154,50.009,0.852,25.2,52.4,20.1,277.05,2.797,2.57,109.8,No Fault,None,0
2022-04-21 18:57:00,Section_6,Fog,11115.3,11127.3,11174.46,100.414,97.684,93.574,49.904,0.867,41.6,72.6,71.9,264.03,0.531,0.97,88.1,No Fault,None,0
2022-04-21 19:00:00,Section_15,Rain,10980.52,11023.17,11084.27,98.827,97.609,95.015,50.008,0.979,14.0,82.8,45.9,463.31,1.258,2.49,62.4,No Fault,None,0
2022-04-21 19:06:00,Section_3,Clear,11037.68,11208.08,11190.12,98.876,95.755,92.013,49.826,0.903,39.0,29.7,34.6,225.65,3.47,2.98,96.8,No Fault,None,0
2022-04-21 19:40:00,Section_1,Clear,10918.08,11295.21,11557.19,97.286,98.934,100.128,50.056,0.953,25.8,85.9,64.8,280.65,1.341,1.39,46.0,No Fault,None,0
2022-04-21 19:41:00,Section_9,Rain,11647.31,4244.76,4296.22,85.166,627.564,590.933,49.737,0.588,18.1,79.2,13.2,148.94,2.504,7.96,23.8,Line to Line (LL),Medium,1
2022-04-21 19:58:00,Section_7,Rain,10825.4,10980.69,11164.14,107.647,99.803,102.779,49.916,0.905,22.5,36.9,29.7,481.31,1.598,1.2,79.0,No Fault,None,0
2022-04-21 20:01:00,Section_11,Clear,11285.33,11122.98,11197.66,95.597,103.496,103.829,49.924,0.889,0.5,82.3,61.1,449.05,2.445,0.79,51.2,No Fault,None,0
2022-04-21 20:15:00,Section_16,Rain,1087.64,12758.86,12860.85,746.138,100.182,105.359,50.015,0.318,33.1,68.1,66.2,1.79,0.156,18.74,83.3,Single Line to Ground (LG),Low,1
2022-04-21 20:16:00,Section_17,Clear,11014.9,10894.65,10886.47,103.712,103.624,96.773,50.067,0.877,19.3,84.8,62.6,412.43,4.269,0.55,51.7,No Fault,None,0
2022-04-21 20:20:00,Section_2,Clear,11089.82,10941.86,10949.38,92.619,91.274,95.379,50.041,0.882,34.1,49.9,62.6,390.6,1.358,1.33,44.8,No Fault,None,0
2022-04-21 20:31:00,Section_17,Clear,11204.82,11006.43,11021.78,93.379,101.049,98.808,50.05,0.942,-0.9,28.7,25.4,371.08,2.768,1.64,92.9,No Fault,None,0
2022-04-21 20:36:00,Section_5,Rain,1257.44,12503.16,12983.97,730.656,96.097,103.052,49.172,0.561,38.4,50.3,76.7,9.04,2.168,8.21,25.7,Single Line to Ground (LG),Low,1
2022-04-21 20:44:00,Section_9,Rain,13547.68,14355.32,13988.63,1.551,0.408,3.15,50.178,0.075,19.8,48.4,70.0,6587.09,1.723,24.34,100.2,Open Circuit,Low,1
2022-04-21 20:49:00,Section_11,Clear,11132.59,11003.4,10868.09,99.33,100.31,99.038,50.091,0.925,43.5,35.6,68.8,264.07,3.159,1.31,101.9,No Fault,None,0
2022-04-21 20:51:00,Section_17,Rain,10890.16,10954.11,10758.79,94.633,98.298,102.108,49.911,0.906,-2.8,74.6,1.7,315.86,0.35,2.19,67.5,No Fault,None,0
2022-04-21 20:52:00,Section_17,Clear,10798.14,10771.29,11093.12,98.54,95.78,104.116,50.008,0.947,14.6,89.8,23.8,452.09,2.767,2.47,27.6,No Fault,None,0
2022-04-21 20:59:00,Section_18,Clear,11350.4,11174.2,10885.73,105.915,104.986,102.293,49.948,0.949,42.0,88.1,11.7,154.1,2.882,2.31,90.2,No Fault,None,0
2022-04-21 21:04:00,Section_1,Clear,11307.11,11153.08,10739.56,98.533,102.808,100.011,49.678,0.97,32.8,86.5,7.9,301.77,1.517,2.66,89.1,No Fault,None,0
2022-04-21 21:06:00,Section_18,Clear,11299.21,4518.09,4334.25,96.79,593.457,612.498,49.797,0.624,22.7,58.9,43.7,189.46,4.912,7.64,93.4,Line to Line (LL),Medium,1
2022-04-21 21:31:00,Section_10,Rain,506.1,538.3,616.73,924.727,1071.773,932.543,47.934,0.234,36.7,72.7,51.4,1.73,3.332,27.02,105.1,Three Phase Fault (LLL),Critical,1
2022-04-21 21:44:00,Section_10,Storm,10914.75,11184.94,10648.23,100.927,101.424,98.475,50.051,0.951,29.8,26.5,0.6,493.68,4.363,2.74,50.0,No Fault,None,0
2022-04-21 21:51:00,Section_4,Wind,11119.26,11018.03,11098.03,103.489,95.125,105.532,50.04,0.859,7.8,73.0,4.1,103.6,2.422,1.94,88.0,No Fault,None,0
2022-04-21 22:10:00,Section_4,Clear,1065.31,12771.17,12458.92,810.431,89.942,108.279,50.067,0.515,27.1,52.3,46.0,9.86,0.966,19.11,109.9,Single Line to Ground (LG),Low,1
2022-04-21 22:19:00,Section_12,Rain,11090.61,10537.42,10813.79,107.9,96.492,104.433,49.981,0.889,7.6,92.0,10.1,207.12,0.823,1.81,22.4,No Fault,None,0
2022-04-21 22:19:00,Section_17,Clear,11053.99,11221.98,10731.02,95.579,103.583,100.743,49.91,0.945,42.8,94.5,5.3,413.51,1.611,2.34,64.2,No Fault,None,0
2022-04-21 22:25:00,Section_10,Clear,10635.13,10823.9,11333.39,103.161,104.103,101.021,49.985,0.929,34.1,22.7,48.8,146.06,1.546,2.31,107.7,No Fault,None,0
2022-04-21 22:26:00,Section_16,Storm,10835.63,11135.55,11127.69,101.023,104.778,97.208,49.966,0.875,6.6,43.6,12.4,117.57,4.33,0.74,75.3,No Fault,None,0
2022-04-21 22:35:00,Section_16,Rain,10948.53,11291.89,10700.58,96.911,111.702,103.301,50.033,0.864,16.8,39.8,54.7,326.52,0.648,2.88,84.3,No Fault,None,0
2022-04-21 22:41:00,Section_16,Fog,11394.14,4185.6,4186.62,89.398,658.004,588.078,49.732,0.555,43.2,34.0,7.5,193.08,0.556,11.06,40.0,Line to Line (LL),Medium,1
2022-04-21 22:47:00,Section_12,Fog,11073.43,4742.57,4504.49,91.343,528.013,624.565,49.692,0.468,43.4,62.6,36.4,150.21,0.587,6.61,77.9,Line to Line (LL),Medium,1
2022-04-21 23:04:00,Section_5,Clear,10873.18,10927.35,10595.53,97.482,103.177,97.552,50.003,0.915,12.5,65.6,75.6,373.74,1.478,2.13,96.7,No Fault,None,0
2022-04-21 23:06:00,Section_2,Storm,10918.33,11225.84,11005.65,103.435,98.979,94.709,49.878,0.909,32.1,39.8,19.9,425.26,3.361,2.11,28.1,No Fault,None,0
2022-04-21 23:15:00,Section_6,Fog,12489.75,1244.13,1026.18,61.811,729.731,706.312,49.787,0.314,9.3,43.1,27.6,2.63,3.111,12.31,74.2,Double Line to Ground (LLG),High,1
2022-04-21 23:17:00,Section_10,Rain,10857.15,10884.84,10832.35,102.972,103.498,96.084,50.026,0.961,20.2,74.8,62.4,341.74,4.825,1.2,105.6,No Fault,None,0
2022-04-21 23:24:00,Section_10,Storm,13532.07,1185.74,1039.13,74.283,627.109,714.554,49.273,0.368,6.8,29.4,75.0,1.65,3.684,20.15,53.6,Double Line to Ground (LLG),High,1
2022-04-21 23:27:00,Section_3,Fog,10936.58,11190.43,10895.68,92.862,98.05,96.147,50.05,0.884,32.1,76.9,4.0,135.73,3.259,2.57,24.0,No Fault,None,0
2022-04-21 23:29:00,Section_3,Clear,11238.31,10939.97,11063.63,102.111,94.49,92.905,49.68,0.882,23.7,52.6,45.4,196.7,4.083,1.89,96.6,No Fault,None,0
2022-04-21 23:29:00,Section_15,Storm,11153.7,10907.0,10993.78,93.458,95.641,99.173,49.916,0.962,7.3,63.4,24.7,112.39,3.425,0.56,56.4,No Fault,None,0
2022-04-21 23:34:00,Section_7,Rain,13163.6,1303.7,916.31,84.896,823.696,709.099,49.678,0.366,13.9,84.3,13.8,3.16,3.455,14.88,68.5,Double Line to Ground (LLG),High,1
2022-04-21 23:36:00,Section_7,Rain,11078.74,10786.68,10992.5,94.19,99.404,95.459,49.927,0.897,-2.9,48.4,59.5,478.82,3.826,1.51,73.0,No Fault,None,0
2022-04-21 23:45:00,Section_7,Fog,10884.92,11108.69,11081.27,102.531,99.781,97.704,49.96,0.955,31.7,48.9,51.6,153.5,2.582,2.74,47.0,No Fault,None,0
2022-04-21 23:46:00,Section_4,Fog,10894.25,10765.02,11239.11,102.371,100.316,99.21,49.801,0.953,17.6,67.6,45.1,145.64,2.31,1.34,45.6,No Fault,None,0
2022-04-22 00:00:00,Section_10,Rain,13058.16,1233.38,1031.64,83.699,689.289,636.177,50.094,0.381,40.5,49.6,63.3,4.61,2.501,13.47,69.2,Double Line to Ground (LLG),High,1
2022-04-22 00:15:00,Section_12,Fog,538.96,531.09,536.13,966.363,960.22,1054.726,48.706,0.282,10.2,45.0,11.8,0.21,0.322,22.0,28.8,Three Phase Fault (LLL),Critical,1
2022-04-22 00:32:00,Section_11,Rain,14960.32,13962.97,13067.91,1.583,4.473,2.999,50.142,0.038,13.9,52.5,34.5,1876.46,3.754,34.68,107.2,Open Circuit,Low,1
2022-04-22 01:03:00,Section_13,Storm,582.73,416.17,529.92,1113.5,936.535,945.516,48.614,0.322,37.7,94.2,74.8,1.03,1.225,27.89,54.9,Three Phase Fault (LLL),Critical,1
2022-04-22 01:07:00,Section_12,Storm,11136.26,11110.94,11380.78,100.312,98.713,102.379,50.141,0.874,1.7,53.0,76.7,113.95,2.361,2.68,58.7,No Fault,None,0
2022-04-22 01:08:00,Section_16,Clear,11387.28,10981.39,11006.74,92.751,96.67,85.066,50.026,0.942,44.1,69.5,79.9,216.06,2.255,0.79,105.4,No Fault,None,0
2022-04-22 01:36:00,Section_12,Storm,10977.32,10829.55,10635.19,109.556,91.738,94.216,49.882,0.871,0.2,73.1,36.0,430.88,4.833,1.25,40.1,No Fault,None,0
2022-04-22 01:53:00,Section_15,Rain,11190.9,11097.08,11179.82,106.369,104.099,101.697,50.019,0.942,34.1,65.4,57.6,258.04,3.947,1.38,85.5,No Fault,None,0
2022-04-22 02:21:00,Section_19,Clear,11246.23,4151.92,4942.97,115.754,509.324,616.688,49.901,0.509,26.8,26.4,57.1,56.29,3.995,8.56,82.0,Line to Line (LL),Medium,1
2022-04-22 02:48:00,Section_12,Clear,13611.19,1038.86,1084.24,83.255,661.531,716.888,49.406,0.283,22.3,53.4,36.8,3.44,4.763,14.9,22.7,Double Line to Ground (LLG),High,1
2022-04-22 02:56:00,Section_9,Clear,11192.92,10856.88,10826.97,96.004,99.308,93.585,49.763,0.976,27.9,33.3,68.8,200.66,0.42,2.74,88.2,No Fault,None,0
2022-04-22 02:57:00,Section_7,Rain,1203.29,12138.45,12237.69,801.922,90.303,93.431,49.54,0.302,8.5,52.3,13.3,9.33,4.883,10.76,22.1,Single Line to Ground (LG),Low,1
2022-04-22 03:24:00,Section_10,Clear,571.72,506.92,564.45,1090.251,962.986,845.433,49.805,0.282,13.0,20.9,36.6,1.81,1.501,39.92,100.3,Three Phase Fault (LLL),Critical,1
2022-04-22 03:33:00,Section_13,Clear,10723.55,10977.52,10603.01,102.11,101.705,95.565,49.946,0.881,9.2,30.1,23.3,271.85,3.601,0.69,41.5,No Fault,None,0
2022-04-22 03:37:00,Section_14,Storm,11266.93,11062.66,11233.54,97.765,93.442,101.201,49.953,0.863,8.6,24.6,35.7,370.76,3.916,0.7,52.8,No Fault,None,0
2022-04-22 04:12:00,Section_17,Clear,10712.33,10639.32,10872.04,98.535,94.122,98.004,50.013,0.926,7.7,76.4,19.8,486.44,3.956,1.55,69.5,No Fault,None,0
2022-04-22 04:17:00,Section_2,Wind,11462.31,10888.31,10796.77,93.857,98.464,103.197,50.074,0.969,15.4,82.3,28.5,319.95,4.827,0.84,60.5,No Fault,None,0
2022-04-22 04:21:00,Section_4,Rain,1115.91,12575.24,12601.04,799.641,114.149,99.022,49.412,0.303,0.8,55.4,53.4,1.34,2.079,14.36,96.2,Single Line to Ground (LG),Low,1
2022-04-22 04:38:00,Section_18,Clear,11153.55,11246.06,10748.11,94.422,92.966,91.732,50.098,0.93,7.4,23.2,76.8,283.77,2.983,2.6,56.2,No Fault,None,0
2022-04-22 04:39:00,Section_16,Rain,10797.63,11123.12,10729.97,101.178,99.711,101.354,49.902,0.883,20.6,93.7,57.1,307.91,4.23,0.51,21.1,No Fault,None,0
2022-04-22 04:41:00,Section_5,Rain,13927.42,14242.82,14175.46,0.334,0.871,2.19,50.474,0.161,-2.9,26.4,46.3,1145.72,2.416,22.45,36.4,Open Circuit,Low,1
2022-04-22 04:48:00,Section_15,Rain,10891.73,11103.4,10980.02,102.952,92.92,104.177,50.016,0.95,34.5,34.8,18.4,343.5,4.779,1.02,108.1,No Fault,None,0
2022-04-22 04:55:00,Section_17,Storm,11174.25,10495.64,10713.52,103.447,100.509,102.505,49.861,0.916,35.1,45.9,69.3,281.81,2.299,2.06,97.8,No Fault,None,0
2022-04-22 04:57:00,Section_1,Rain,510.31,454.87,508.46,957.221,1032.457,979.764,49.507,0.329,14.5,40.4,4.3,0.07,0.196,25.83,93.6,Three Phase Fault (LLL),Critical,1
2022-04-22 05:15:00,Section_5,Clear,10866.2,11085.11,10838.29,102.429,93.17,90.758,50.025,0.872,6.5,41.4,17.9,407.05,1.149,0.63,87.8,No Fault,None,0
2022-04-22 05:29:00,Section_9,Rain,10465.36,10950.08,11520.82,104.685,94.804,103.441,49.854,0.949,5.7,62.0,19.0,195.17,2.09,1.51,57.6,No Fault,None,0
2022-04-22 05:43:00,Section_4,Fog,10347.3,4469.65,4384.22,115.742,606.178,592.77,49.879,0.456,44.5,71.0,62.2,99.57,1.009,13.2,108.6,Line to Line (LL),Medium,1
2022-04-22 05:47:00,Section_6,Clear,11116.42,11288.86,11228.47,101.902,102.986,95.062,49.854,0.85,15.8,38.8,55.5,402.81,2.067,2.34,67.3,No Fault,None,0
2022-04-22 06:08:00,Section_7,Snow,10570.09,4353.34,4096.99,109.434,580.156,637.352,49.625,0.425,29.7,69.9,2.3,79.76,3.485,12.43,92.6,Line to Line (LL),Medium,1
2022-04-22 06:21:00,Section_15,Clear,11064.35,10647.06,11150.73,100.751,93.656,102.302,50.083,0.858,16.3,73.0,3.3,321.92,4.783,0.59,55.3,No Fault,None,0
2022-04-22 06:27:00,Section_16,Clear,10815.52,11316.65,11174.93,96.698,95.191,94.206,49.908,0.901,7.2,23.7,10.6,277.78,4.984,1.59,25.6,No Fault,None,0
2022-04-22 06:52:00,Section_20,Storm,11213.33,10965.37,11402.05,101.16,96.99,96.977,50.014,0.904,37.0,62.8,45.0,347.19,2.005,2.2,23.9,No Fault,None,0
2022-04-22 06:55:00,Section_14,Wind,11146.25,11023.77,10959.66,105.921,98.222,98.967,49.954,0.871,6.4,37.4,14.9,186.44,1.697,2.18,39.3,No Fault,None,0
2022-04-22 07:03:00,Section_18,Rain,10913.11,4405.6,4267.39,98.796,567.683,579.575,49.607,0.498,18.4,76.1,43.0,154.07,0.847,11.58,78.0,Line to Line (LL),Medium,1
2022-04-22 07:05:00,Section_6,Rain,1168.6,12390.36,12656.28,779.652,88.945,92.415,49.702,0.539,22.2,79.4,1.0,8.42,0.999,10.1,91.3,Single Line to Ground (LG),Low,1
2022-04-22 07:21:00,Section_20,Clear,639.04,635.19,490.34,928.522,972.031,866.268,48.381,0.338,27.8,90.7,33.5,1.4,3.194,23.3,48.8,Three Phase Fault (LLL),Critical,1
2022-04-22 07:35:00,Section_11,Snow,11334.24,4557.01,4947.33,111.881,593.397,600.646,49.853,0.466,14.4,48.8,32.8,134.18,0.654,13.94,57.0,Line to Line (LL),Medium,1
2022-04-22 07:42:00,Section_14,Rain,11149.27,11111.3,11283.15,108.567,100.221,102.858,50.11,0.892,-4.6,67.8,37.2,371.32,1.544,0.71,100.3,No Fault,None,0
2022-04-22 07:51:00,Section_9,Wind,11628.6,4534.12,4374.63,83.59,591.545,631.486,49.42,0.455,-3.9,54.9,66.2,65.47,2.25,11.47,37.5,Line to Line (LL),Medium,1
2022-04-22 08:24:00,Section_13,Storm,1163.88,12466.76,12709.06,777.336,100.469,94.459,49.622,0.575,20.5,37.9,27.5,8.69,2.847,10.87,61.6,Single Line to Ground (LG),Low,1
2022-04-22 08:30:00,Section_7,Clear,1299.94,12398.47,13262.99,871.029,96.119,99.941,49.871,0.443,35.6,26.5,26.5,8.16,2.446,13.76,47.6,Single Line to Ground (LG),Low,1
2022-04-22 08:44:00,Section_6,Clear,12984.74,998.37,1122.38,92.24,682.23,650.924,49.216,0.5,38.5,39.2,40.4,3.83,0.469,15.09,98.1,Double Line to Ground (LLG),High,1
2022-04-22 08:49:00,Section_11,Rain,1139.24,13018.01,12946.76,861.607,92.789,77.474,49.757,0.599,33.3,85.1,36.7,7.31,2.709,10.03,67.0,Single Line to Ground (LG),Low,1
2022-04-22 08:58:00,Section_7,Storm,10690.68,10911.16,11349.23,95.286,96.885,91.805,49.991,0.967,38.5,39.0,0.3,474.72,3.793,2.85,88.8,No Fault,None,0
2022-04-22 09:22:00,Section_7,Rain,1105.8,12969.01,12553.46,802.834,97.749,114.092,50.253,0.334,10.4,33.2,50.5,7.0,0.11,18.17,103.0,Single Line to Ground (LG),Low,1
2022-04-22 09:42:00,Section_14,Wind,10856.38,10924.99,10841.48,103.348,101.095,101.771,50.11,0.919,-1.9,35.1,58.9,124.57,1.751,2.39,28.8,No Fault,None,0
2022-04-22 09:42:00,Section_9,Clear,10763.47,11067.65,11070.81,101.234,100.569,101.677,49.884,0.876,10.3,64.8,15.0,240.54,1.664,0.57,50.8,No Fault,None,0
2022-04-22 10:08:00,Section_7,Clear,1154.82,12744.59,12624.38,854.141,98.848,82.876,49.681,0.467,9.5,78.3,21.6,5.24,4.688,18.93,29.2,Single Line to Ground (LG),Low,1
2022-04-22 10:15:00,Section_2,Rain,10969.69,10998.01,10978.37,107.694,104.424,98.156,50.025,0.943,0.6,89.2,24.0,310.21,2.949,1.44,46.8,No Fault,None,0
2022-04-22 10:30:00,Section_14,Storm,10988.97,10753.87,10819.3,98.167,97.287,105.126,49.942,0.978,44.4,54.2,15.7,429.9,2.38,1.15,88.0,No Fault,None,0
2022-04-22 10:37:00,Section_6,Clear,10900.96,11224.1,11291.72,99.994,99.802,99.163,49.883,0.909,30.4,32.3,2.6,352.12,4.081,1.57,75.0,No Fault,None,0
2022-04-22 10:43:00,Section_7,Clear,1012.15,12940.55,12449.19,823.45,102.476,96.644,49.594,0.401,10.2,91.9,22.2,9.18,3.971,19.94,76.3,Single Line to Ground (LG),Low,1
2022-04-22 11:01:00,Section_17,Rain,11019.4,10964.63,10927.14,93.648,95.737,103.585,49.889,0.884,15.7,59.8,38.2,186.7,4.769,2.84,81.9,No Fault,None,0
2022-04-22 11:34:00,Section_10,Wind,10572.27,4417.56,4572.3,92.945,637.315,615.528,49.833,0.436,13.6,91.7,57.8,89.05,3.676,13.84,80.6,Line to Line (LL),Medium,1
